Depth_m,Na
378.49,6.5
378.501,3.164
378.512,0.861
378.523,0.06
378.676,0.317
378.687,0.807
378.698,1.254
378.709,1.535
378.72,1.658
378.731,2.114
378.742,1.906
378.753,1.314
378.764,0.868
378.775,0.493
378.786,0.129
378.895,0.069
379.158,0.416
379.169,1.11
379.18,1.663
379.191,1.728
379.201,1.555
379.212,1.516
379.223,1.689
379.355,1.892
379.366,1.306
379.377,0.361
379.398,0.099
379.409,0.297
379.42,0.409
379.431,0.274
379.475,0.769
379.486,0.7
379.617,0.066
379.628,0.828
379.639,1.244
379.65,1.408
379.661,1.405
379.672,1.324
379.683,1.3
379.694,1.321
379.705,1.442
379.716,1.711
379.727,2.011
379.738,1.925
379.749,1.24
379.759,1.088
379.77,0.791
379.781,0.333
380.022,0.244
380.033,0.327
380.055,0.136
380.066,0.42
380.077,0.486
380.088,0.307
380.099,0.007
380.252,0.541
380.263,1.834
380.274,3.135
380.285,3.921
380.296,4.065
380.306,3.49
380.317,2.623
380.328,1.208
380.471,0.258
380.514,0.595
380.525,0.92
380.536,0.889
380.547,1.154
380.558,1.371
380.569,1.446
380.58,1.063
380.591,0.514
380.602,0.067
380.689,0.229
380.7,1.078
380.711,1.899
380.722,2.698
380.733,3.2
380.744,3.485
380.755,3.494
380.766,3.556
380.777,3.615
380.788,3.786
380.799,3.934
380.81,3.852
380.821,3.287
380.832,2.45
380.843,1.489
380.854,0.725
380.865,0.278
380.875,0.064
380.996,0.538
381.007,0.817
381.018,0.442
381.39,0.545
381.401,0.999
381.411,1.021
381.422,0.636
381.433,0.149
381.641,0.128
381.652,0.058
381.707,0.077
381.718,0.332
381.729,0.361
381.74,0.009
381.882,0.616
381.893,1.04
381.904,0.977
381.915,1.025
381.926,0.99
381.937,0.609
382.145,0.288
382.155,0.614
382.166,0.658
382.177,0.513
382.188,0.337
382.199,0.146
382.276,0.632
382.287,1.472
382.298,1.512
382.309,1.586
382.32,1.461
382.331,1.089
382.342,0.702
382.352,0.304
382.659,0.175
382.67,0.216
382.681,0.059
382.9,0.07
382.91,1.0
382.921,1.966
382.932,2.883
382.943,3.415
382.954,3.619
382.965,3.231
382.976,2.798
382.987,2.848
382.998,1.823
383.064,0.033
383.075,0.12
383.107,0.047
383.118,0.794
383.129,1.563
383.14,1.933
383.151,1.61
383.162,0.795
383.173,0.053
383.293,0.007
383.304,0.236
383.315,0.454
383.326,0.381
383.337,0.118
383.436,0.705
383.447,1.3
383.457,1.455
383.468,1.086
383.479,0.741
383.49,0.993
383.501,1.743
383.512,2.86
383.523,3.035
383.534,1.654
383.545,1.043
383.556,0.306
383.698,0.145
383.709,0.207
383.72,0.068
383.818,0.275
383.829,0.811
383.84,0.93
383.851,0.483
383.917,0.217
383.928,0.556
383.939,0.888
383.95,1.111
383.961,1.167
384.147,0.037
384.158,0.56
384.169,1.438
384.18,2.343
384.191,2.969
384.201,2.935
384.212,2.555
384.223,2.012
384.234,1.604
384.245,1.385
384.256,0.889
384.267,0.101
384.355,0.624
384.366,1.192
384.377,1.561
384.387,1.868
384.398,2.413
384.409,3.047
384.42,3.067
384.431,2.197
384.442,0.86
384.661,0.161
384.672,0.563
384.683,0.774
384.694,0.516
384.902,0.027
384.913,0.118
384.924,0.076
384.934,0.015
385.164,0.505
385.175,0.697
385.186,0.244
385.197,0.036
385.306,0.246
385.317,0.373
385.328,0.334
385.339,0.419
385.35,0.708
385.361,1.172
385.372,0.964
385.383,0.844
385.394,1.082
385.405,1.354
385.416,0.692
385.602,0.24
385.613,0.347
385.624,0.361
385.635,0.233
385.646,0.113
385.657,0.036
385.722,0.614
385.733,1.722
385.744,2.382
385.755,1.96
385.766,0.747
385.821,0.457
385.832,0.993
385.843,1.475
385.854,1.566
385.865,1.659
385.875,1.521
385.886,1.861
385.897,2.247
385.908,2.497
385.919,2.496
385.93,2.229
385.941,1.762
385.952,1.057
385.963,0.363
386.215,0.005
386.226,0.204
386.236,0.362
386.401,0.533
386.412,1.051
386.422,1.382
386.433,1.517
386.444,1.502
386.455,1.219
386.466,0.81
386.477,0.413
386.488,0.176
386.499,0.297
386.51,0.628
386.521,0.88
386.532,0.612
386.751,0.158
386.762,0.629
386.773,1.021
386.784,1.171
386.794,1.069
386.805,0.751
386.816,0.327
386.948,0.525
386.959,1.486
386.969,2.311
386.98,2.826
386.991,2.637
387.002,1.942
387.013,0.966
387.024,0.158
387.068,0.117
387.079,0.294
387.09,0.257
387.101,0.092
387.166,0.092
387.177,0.503
387.188,0.854
387.199,1.164
387.21,1.382
387.221,1.452
387.232,1.266
387.243,0.875
387.254,0.395
387.265,0.131
387.276,0.089
387.287,0.089
387.298,0.004
387.582,0.048
387.593,0.126
387.604,0.032
387.801,0.336
387.812,0.703
387.823,1.074
387.834,1.397
387.845,1.5
387.856,1.458
387.867,1.304
387.878,1.065
387.889,0.932
387.9,0.946
387.91,1.121
387.921,1.365
387.932,1.574
387.943,1.553
387.954,1.284
387.965,0.863
387.976,0.595
387.987,0.43
387.998,0.265
388.009,0.053
388.064,0.385
388.075,0.942
388.086,1.518
388.096,2.036
388.107,2.527
388.118,2.723
388.129,2.488
388.14,2.059
388.151,1.448
388.162,0.815
388.173,0.299
388.348,0.163
388.359,0.505
388.37,0.935
388.381,1.143
388.392,0.997
388.403,0.443
388.512,0.354
388.523,0.719
388.534,0.383
388.545,0.239
388.556,0.132
388.589,0.132
388.6,0.208
388.611,0.098
388.742,0.317
388.753,0.626
388.764,0.802
388.775,0.163
388.939,0.208
388.95,1.124
388.961,2.237
388.972,3.12
388.983,3.195
388.994,2.513
389.005,1.708
389.015,0.976
389.026,0.42
389.114,0.103
389.125,0.502
389.136,0.927
389.147,1.081
389.158,1.028
389.169,0.686
389.18,0.518
389.191,0.215
389.42,0.216
389.431,0.362
389.442,0.136
389.639,0.22
389.65,0.843
389.661,1.46
389.672,1.726
389.683,1.497
389.694,1.06
389.705,0.595
389.716,0.148
389.836,0.235
389.847,0.575
389.858,0.76
389.869,0.747
389.88,0.611
389.891,0.427
389.902,0.212
389.913,0.013
390.044,0.631
390.055,1.257
390.066,1.53
390.077,0.238
390.208,0.158
390.219,0.387
390.23,0.513
390.241,0.797
390.252,1.07
390.263,1.328
390.274,1.563
390.285,1.597
390.296,1.336
390.307,0.897
390.317,0.367
390.492,0.039
390.503,0.56
390.514,1.157
390.525,1.742
390.536,2.211
390.547,2.402
390.558,2.444
390.569,2.399
390.58,2.286
390.591,2.023
390.602,1.58
390.613,1.048
390.624,0.416
390.635,0.03
390.733,0.088
390.744,0.184
390.755,0.11
390.821,0.023
390.832,0.173
390.843,0.203
390.854,0.036
390.963,0.088
390.974,0.129
390.985,0.133
390.996,0.293
391.007,0.5
391.018,0.643
391.029,0.575
391.039,0.416
391.05,0.264
391.061,0.255
391.072,0.425
391.083,0.624
391.094,0.721
391.105,0.705
391.116,0.721
391.204,0.434
391.215,0.641
391.226,0.417
391.433,0.109
391.444,0.044
391.51,0.242
391.521,0.709
391.532,0.799
391.543,0.526
391.674,0.269
391.685,1.601
391.696,3.153
391.707,2.766
391.718,2.1
391.729,1.816
391.74,1.502
391.751,1.403
391.762,1.296
391.773,1.553
391.783,0.995
391.794,0.214
391.805,0.178
391.816,0.119
391.827,0.017
391.838,0.103
391.849,0.538
391.86,1.288
391.871,1.974
391.882,2.075
391.893,0.919
391.948,0.081
391.959,0.145
391.969,0.051
392.145,0.097
392.221,0.217
392.232,0.699
392.243,1.028
392.254,1.031
392.265,0.588
392.462,0.089
392.473,0.519
392.484,0.941
392.495,0.986
392.506,0.661
392.517,0.726
392.527,0.646
392.538,0.499
392.549,0.266
392.735,0.012
392.812,0.45
392.823,1.012
392.834,1.2
392.845,1.039
392.856,0.663
392.867,0.275
393.009,0.031
393.02,0.083
393.239,0.165
393.25,0.32
393.26,0.427
393.271,0.559
393.282,0.644
393.293,0.651
393.304,0.601
393.315,0.304
393.49,0.076
393.501,0.524
393.512,1.131
393.523,1.683
393.534,1.882
393.545,1.652
393.556,1.227
393.567,0.963
393.578,0.956
393.589,1.285
393.6,2.07
393.611,3.158
393.622,4.382
393.633,3.845
393.643,1.553
393.654,0.495
393.665,0.309
393.676,0.212
393.687,0.033
393.753,0.328
393.764,0.586
393.775,0.671
393.786,0.508
393.797,0.138
393.829,0.02
393.84,0.146
393.851,0.027
394.015,0.046
394.026,0.539
394.037,0.921
394.048,0.966
394.059,0.977
394.07,0.66
394.081,0.252
394.092,0.112
394.103,0.061
394.42,0.499
394.431,0.827
394.442,1.054
394.453,1.091
394.464,0.529
394.475,0.063
394.486,0.149
394.497,0.138
394.508,0.043
394.606,0.044
394.617,0.612
394.628,0.93
394.639,0.804
394.65,0.456
394.661,0.204
394.672,0.281
394.683,0.57
394.694,1.297
394.705,1.788
394.716,1.656
394.727,0.753
394.858,0.013
394.869,0.213
395.011,0.308
395.022,0.666
395.033,0.885
395.044,0.825
395.055,0.52
395.066,0.109
395.514,0.035
395.525,0.412
395.536,0.723
395.547,1.019
395.558,1.202
395.569,1.228
395.58,0.842
395.591,0.363
395.602,0.346
395.711,0.178
395.722,1.017
395.733,1.678
395.744,2.283
395.755,2.221
395.766,1.829
395.777,1.657
395.788,1.47
395.799,0.222
395.886,0.415
395.897,1.298
395.908,1.687
395.919,1.829
395.93,1.138
395.941,0.283
396.061,0.364
396.072,0.876
396.083,1.156
396.094,0.609
396.149,0.033
396.16,0.579
396.171,1.038
396.182,1.261
396.193,1.096
396.204,0.931
396.215,1.44
396.226,2.033
396.236,2.773
396.247,3.115
396.258,2.6
396.269,1.718
396.28,0.785
396.357,0.023
396.368,0.165
396.379,0.173
396.39,0.195
396.401,0.267
396.412,0.359
396.422,0.488
396.433,0.519
396.444,0.889
396.455,1.118
396.466,0.795
396.477,0.216
396.685,0.041
396.696,1.255
396.707,2.564
396.718,4.586
396.729,5.063
396.74,3.152
396.751,1.419
396.762,0.466
396.882,0.202
396.893,0.628
396.904,1.281
396.915,1.828
396.926,1.523
396.937,1.019
396.948,0.373
397.112,0.023
397.123,0.508
397.134,1.263
397.145,1.779
397.156,1.844
397.199,2.107
397.21,1.622
397.341,0.189
397.352,1.035
397.363,1.692
397.374,2.098
397.385,1.958
397.396,1.366
397.407,0.899
397.418,0.801
397.429,0.898
397.44,0.978
397.451,0.564
397.462,0.256
397.473,0.19
397.484,0.185
397.495,0.076
397.615,0.14
397.626,0.436
397.637,0.22
397.856,0.227
397.867,1.075
397.878,1.547
397.889,1.979
397.899,2.196
397.91,0.764
397.921,0.131
398.053,0.059
398.064,0.456
398.074,0.603
398.085,0.575
398.096,0.383
398.107,0.236
398.315,0.352
398.326,1.104
398.337,2.005
398.348,2.543
398.359,3.014
398.37,3.564
398.381,4.369
398.392,5.19
398.403,6.051
398.414,5.103
398.425,3.804
398.436,2.518
398.447,1.073
398.709,0.126
398.72,0.558
398.731,1.094
398.742,1.426
398.753,1.516
398.764,1.204
398.775,0.499
398.786,0.009
398.939,0.217
398.95,0.378
398.961,0.404
399.114,0.097
399.125,0.277
399.136,0.331
399.147,0.337
399.158,0.28
399.169,0.344
399.18,0.961
399.19,1.516
399.201,1.614
399.212,1.552
399.223,0.939
399.234,0.227
399.3,0.525
399.311,1.46
399.322,1.902
399.333,1.67
399.344,0.997
399.355,0.231
399.541,0.072
399.552,0.141
399.562,0.143
399.573,0.148
399.584,0.146
399.595,0.156
399.606,0.148
399.617,0.171
399.628,0.167
399.639,0.116
399.77,0.044
399.836,0.091
399.847,0.108
400.077,0.007
400.088,0.324
400.099,0.545
400.11,0.651
400.121,0.841
400.131,1.243
400.142,1.724
400.153,1.769
400.164,1.058
400.175,0.242
400.317,0.167
400.328,0.331
400.339,0.605
400.35,0.719
400.361,0.824
400.372,0.862
400.383,0.679
400.394,0.489
400.405,0.188
400.525,0.341
400.536,0.346
400.547,0.09
400.624,0.009
400.635,0.194
400.646,0.258
400.657,0.168
400.766,0.083
400.777,0.384
400.788,0.858
400.799,1.399
400.81,2.058
400.821,1.668
400.832,0.533
401.083,0.099
401.094,0.346
401.105,0.599
401.116,0.818
401.127,0.623
401.138,0.183
401.204,0.527
401.215,1.065
401.226,1.286
401.236,1.114
401.247,0.759
401.258,0.46
401.269,0.185
401.466,0.619
401.477,1.699
401.488,2.668
401.499,3.097
401.51,2.811
401.521,2.271
401.532,1.603
401.543,0.949
401.554,0.254
401.696,0.021
401.707,0.173
401.718,0.182
401.729,0.202
401.74,0.221
401.751,0.224
401.762,0.404
401.773,0.613
401.784,0.739
401.794,0.785
401.805,0.748
401.816,0.636
401.827,0.616
401.838,0.48
401.849,0.116
401.904,0.065
401.915,0.338
401.926,0.102
402.013,0.214
402.024,0.284
402.035,0.151
402.068,0.367
402.079,1.75
402.09,3.279
402.101,4.651
402.112,4.664
402.123,2.032
402.134,1.35
402.145,1.187
402.155,1.002
402.166,0.836
402.177,0.51
402.188,0.135
402.298,0.122
402.309,0.508
402.32,0.764
402.331,0.861
402.341,0.791
402.352,0.623
402.363,0.891
402.374,1.318
402.385,0.99
402.396,0.673
402.407,0.297
402.582,0.268
402.593,0.26
402.604,0.073
402.615,0.142
402.626,0.275
402.637,0.524
402.648,0.991
402.659,1.975
402.67,3.372
402.681,4.901
402.692,6.238
402.703,6.31
402.713,5.367
402.724,3.934
402.735,2.221
402.746,0.911
402.757,0.213
402.845,0.169
402.856,0.775
402.867,1.157
402.878,1.241
402.889,0.985
402.899,0.567
402.91,0.212
402.921,0.004
402.932,0.093
402.943,0.451
402.954,1.102
402.965,1.553
402.976,1.599
402.987,1.041
402.998,0.137
403.053,0.161
403.064,0.4
403.075,0.241
403.49,0.037
403.501,0.203
403.512,0.175
403.523,0.085
403.709,0.396
403.72,0.609
403.731,0.885
403.742,1.414
403.753,1.843
403.764,1.499
403.775,1.015
403.786,0.704
403.797,0.551
403.808,0.427
403.819,0.295
403.829,0.045
404.005,0.176
404.015,0.01
404.234,0.669
404.245,0.676
404.256,0.707
404.267,0.543
404.278,0.225
404.311,0.153
404.322,0.426
404.333,0.585
404.344,0.439
404.355,0.049
404.409,0.54
404.42,1.144
404.431,1.515
404.442,1.372
404.453,0.968
404.464,0.341
404.508,0.071
404.519,0.098
404.53,0.056
404.65,0.521
404.661,0.919
404.672,1.114
404.683,0.889
404.694,0.429
404.77,0.015
404.781,1.398
404.792,2.468
404.803,4.056
404.814,5.257
404.825,5.301
404.836,3.981
404.847,2.467
404.858,1.242
404.869,0.406
404.924,0.633
404.935,1.493
404.945,2.134
404.956,2.222
404.967,1.706
404.978,0.827
404.989,0.033
405.099,0.024
405.11,0.77
405.121,1.479
405.131,1.921
405.142,2.206
405.153,2.568
405.164,2.958
405.175,3.348
405.186,3.506
405.197,3.238
405.208,2.635
405.219,1.652
405.23,0.532
405.339,0.102
405.35,0.083
405.438,0.193
405.449,0.325
405.46,0.349
405.471,0.26
405.482,0.052
405.591,0.348
405.602,0.913
405.613,1.425
405.624,1.927
405.635,2.206
405.646,2.566
405.657,2.852
405.668,2.758
405.678,1.923
405.689,0.724
405.897,0.096
405.908,0.096
406.04,0.266
406.05,0.354
406.061,0.168
406.105,0.009
406.116,0.611
406.127,1.269
406.138,1.243
406.16,0.868
406.171,0.158
406.335,0.349
406.346,0.593
406.357,0.423
406.368,0.054
406.423,0.485
406.433,1.326
406.444,2.199
406.455,2.417
406.466,2.015
406.477,1.111
406.488,0.018
406.904,0.204
406.915,0.355
406.926,0.187
407.145,0.098
407.156,0.461
407.166,0.762
407.177,0.92
407.188,1.031
407.199,1.015
407.21,1.04
407.221,0.555
407.232,0.219
407.648,0.602
407.659,0.562
407.67,0.59
407.681,0.608
407.692,0.532
407.703,0.474
407.714,0.387
407.724,0.303
407.735,0.12
407.954,0.263
407.965,0.651
407.976,0.849
407.987,0.802
407.998,0.627
408.009,0.345
408.02,0.205
408.031,0.205
408.042,0.406
408.053,0.573
408.064,0.656
408.075,0.553
408.085,0.173
408.195,0.103
408.206,0.176
408.217,0.089
408.228,0.003
408.25,0.139
408.261,0.249
408.271,0.278
408.282,0.375
408.293,0.557
408.304,0.821
408.315,1.502
408.326,1.321
408.337,0.516
408.381,0.432
408.392,1.018
408.403,1.479
408.414,1.722
408.425,1.733
408.436,1.524
408.447,1.369
408.457,1.204
408.468,1.116
408.479,1.213
408.49,1.513
408.501,1.783
408.512,1.616
408.523,0.899
408.611,0.461
408.622,1.005
408.633,1.582
408.643,2.173
408.654,2.44
408.665,2.477
408.676,2.208
408.687,1.84
408.698,1.214
408.709,0.923
408.72,0.924
408.731,0.571
408.742,0.001
408.818,0.353
408.829,1.807
408.84,3.789
408.851,5.64
408.862,6.501
408.873,5.714
408.884,4.024
408.895,2.807
408.906,2.524
408.917,2.851
408.928,3.035
408.939,2.982
408.95,1.151
409.015,0.222
409.026,0.524
409.037,0.536
409.048,0.245
409.114,0.25
409.125,0.435
409.136,0.457
409.147,0.234
409.245,0.003
409.256,0.523
409.267,0.718
409.278,0.568
409.365,0.114
409.376,0.042
409.486,0.027
409.628,0.097
409.65,0.104
409.727,0.134
409.738,0.557
409.748,0.846
409.759,1.022
409.77,1.102
409.781,0.839
409.792,0.626
409.803,0.438
409.814,0.106
410.175,0.393
410.186,0.679
410.197,0.934
410.208,1.1
410.219,1.313
410.23,1.406
410.241,1.357
410.252,0.943
410.263,0.08
410.591,0.206
410.602,0.864
410.613,1.435
410.624,1.621
410.635,1.28
410.646,0.269
410.755,0.551
410.766,1.094
410.777,1.171
410.788,0.807
410.799,0.499
410.81,0.199
411.051,0.277
411.061,0.929
411.072,1.442
411.083,1.467
411.094,0.731
411.236,0.135
411.247,0.249
411.258,0.138
411.521,0.26
411.532,0.671
411.543,1.152
411.554,1.799
411.565,2.78
411.576,4.215
411.587,5.549
411.597,6.409
411.608,6.732
411.619,6.264
411.63,5.31
411.641,4.399
411.652,2.411
411.663,0.593
411.773,0.068
411.784,0.678
411.794,1.285
411.805,1.848
411.816,2.042
411.827,1.758
411.838,1.15
411.849,0.621
411.86,0.186
411.871,0.074
411.882,0.311
411.893,0.691
411.904,1.02
411.915,1.108
411.926,0.936
411.937,0.637
411.948,0.386
411.959,0.348
411.97,0.353
411.981,0.51
411.991,0.669
412.002,0.953
412.013,1.243
412.024,1.4
412.035,1.273
412.046,1.013
412.057,0.675
412.068,0.391
412.079,0.134
412.145,0.013
412.156,0.157
412.166,0.281
412.177,0.398
412.188,0.539
412.199,0.592
412.21,0.605
412.221,0.553
412.232,0.428
412.243,0.302
412.254,0.116
412.473,0.105
412.484,0.131
412.495,0.18
412.506,0.186
412.517,0.191
412.527,0.186
412.538,0.146
412.549,0.07
412.582,0.006
412.593,0.049
412.878,0.111
412.889,0.269
412.899,0.367
412.91,0.405
412.921,0.244
413.064,0.095
413.075,0.365
413.085,0.628
413.096,0.732
413.107,0.578
413.118,0.382
413.129,0.357
413.14,0.575
413.151,0.854
413.162,0.251
413.206,0.133
413.217,0.652
413.228,1.246
413.239,1.949
413.25,2.54
413.26,2.455
413.271,1.682
413.282,0.558
413.381,0.26
413.392,0.332
413.403,0.266
413.414,0.01
413.545,0.554
413.556,1.345
413.567,1.912
413.578,2.147
413.589,1.84
413.6,1.542
413.611,1.442
413.622,1.374
413.633,1.164
413.643,0.95
413.654,0.767
413.665,0.632
413.676,0.396
413.687,0.074
413.797,0.256
413.808,0.463
413.819,0.488
413.829,0.365
413.84,0.172
414.289,0.031
414.3,0.192
414.311,0.29
414.322,0.316
414.333,0.293
414.344,0.203
414.355,0.073
414.486,0.126
414.497,0.619
414.508,0.923
414.519,0.924
414.53,0.647
414.541,0.184
414.77,0.03
414.945,0.344
414.956,0.737
414.967,0.963
414.978,1.047
414.989,0.786
415.0,0.32
415.055,0.112
415.066,0.424
415.077,0.738
415.088,0.973
415.099,1.019
415.11,1.004
415.12,0.855
415.131,0.615
415.142,0.264
415.296,0.065
415.307,0.257
415.317,0.321
415.328,0.295
415.339,0.194
415.35,0.095
415.361,0.076
415.372,0.095
415.383,0.053
415.394,0.05
415.405,0.469
415.416,1.973
415.427,1.806
415.438,0.745
415.722,0.16
416.007,0.474
416.018,0.459
416.029,0.599
416.04,0.623
416.05,0.135
416.258,0.727
416.269,1.572
416.28,2.032
416.291,1.963
416.302,1.596
416.313,1.42
416.324,1.294
416.335,1.134
416.346,0.772
416.357,0.151
416.444,0.636
416.455,1.249
416.466,1.777
416.477,2.237
416.488,2.701
416.499,3.025
416.51,2.995
416.521,2.852
416.532,2.228
416.543,1.376
416.554,0.853
416.565,0.438
416.576,0.068
416.707,0.104
416.718,0.793
416.729,1.63
416.74,2.211
416.751,2.218
416.762,1.624
416.773,0.729
416.784,0.035
416.904,0.099
416.915,2.78
416.926,4.045
416.937,4.02
416.948,3.577
416.959,2.493
416.97,1.54
416.98,1.042
416.991,0.847
417.002,0.59
417.013,0.071
417.068,0.208
417.079,0.792
417.09,1.55
417.101,2.027
417.112,2.0
417.123,1.578
417.134,0.917
417.145,0.332
417.298,0.259
417.309,1.205
417.32,1.828
417.331,2.194
417.341,2.078
417.352,1.599
417.363,1.164
417.374,1.062
417.385,1.116
417.396,1.16
417.407,1.186
417.418,1.155
417.429,1.094
417.44,0.97
417.451,0.683
417.462,0.385
417.473,0.178
417.484,0.119
417.495,0.264
417.506,0.682
417.517,1.291
417.527,1.872
417.538,2.519
417.549,4.053
417.56,5.417
417.571,4.044
417.582,2.445
417.593,1.389
417.604,0.59
417.615,0.085
417.724,0.03
417.735,0.447
417.746,0.848
417.757,0.946
417.768,0.73
417.779,0.464
417.79,0.304
417.801,0.22
417.812,0.11
418.359,0.337
418.37,0.913
418.381,1.912
418.392,2.985
418.403,3.698
418.414,3.449
418.425,2.001
418.436,0.242
418.512,0.144
418.523,0.762
418.534,1.479
418.545,2.101
418.556,2.649
418.567,3.226
418.578,2.732
418.589,1.458
418.6,0.557
418.611,0.071
418.643,0.124
418.654,0.209
418.665,0.122
418.753,0.247
418.764,0.461
418.775,0.406
418.786,0.176
418.939,0.108
418.95,0.811
418.961,1.162
419.103,0.17
419.114,0.745
419.125,1.149
419.136,1.292
419.147,1.312
419.158,1.06
419.169,0.865
419.18,0.693
419.191,0.412
419.267,0.013
419.278,0.293
419.289,0.525
419.3,0.623
419.311,0.726
419.322,0.925
419.333,1.093
419.344,1.048
419.355,0.733
419.366,0.196
419.431,0.202
419.442,0.998
419.453,1.707
419.464,2.313
419.475,2.35
419.486,2.324
419.497,2.299
419.508,1.961
419.519,1.541
419.53,0.99
419.541,0.539
419.552,0.249
419.562,1.543
419.573,1.323
419.584,0.813
419.595,0.396
419.606,0.131
419.902,0.095
419.913,0.325
419.924,0.398
419.935,0.294
419.945,0.119
419.956,0.08
420.142,0.128
420.153,0.652
420.164,1.447
420.175,2.051
420.186,2.136
420.197,1.762
420.208,1.061
420.219,0.435
420.23,0.337
420.241,0.447
420.252,0.594
420.263,0.669
420.274,0.601
420.285,0.368
420.296,0.026
420.514,0.01
420.525,0.122
420.536,0.152
420.547,0.064
420.689,0.002
420.875,0.131
420.886,0.272
420.897,0.241
420.908,0.009
421.138,0.35
421.149,0.748
421.16,0.657
421.171,0.58
421.182,0.496
421.193,0.386
421.204,0.282
421.215,0.109
421.324,0.211
421.335,0.831
421.346,1.381
421.357,1.488
421.368,1.267
421.379,0.637
421.521,0.162
421.532,0.205
421.543,0.155
421.554,0.022
421.587,0.08
421.598,0.321
421.608,0.57
421.619,0.746
421.63,0.839
421.641,0.872
421.652,0.786
421.663,0.655
421.674,0.627
421.685,0.622
421.696,0.512
421.707,0.317
421.718,0.31
421.773,0.016
421.783,0.137
421.794,0.199
421.805,0.181
421.816,0.158
421.991,0.675
422.002,0.875
422.013,0.269
422.177,0.353
422.188,0.647
422.199,0.752
422.21,1.006
422.243,1.3
422.254,1.546
422.265,1.555
422.276,1.215
422.287,0.72
422.298,0.131
422.418,0.092
422.429,0.267
422.44,0.527
422.451,0.837
422.462,1.108
422.473,1.144
422.484,0.836
422.495,0.27
422.604,0.093
422.615,0.341
422.626,0.492
422.637,0.279
422.648,0.025
422.954,0.26
422.965,0.689
422.976,0.967
