Depth(m),Cond(uS)
272.135,0.827
272.145,0.79
272.155,0.754
272.165,0.743
272.175,0.762
272.185,0.796
272.195,0.838
272.205,0.876
272.215,0.889
272.225,0.897
272.235,0.923
272.245,0.953
272.255,0.966
272.265,0.95
272.275,0.911
272.285,0.868
272.295,0.837
272.305,0.828
272.315,0.847
272.325,0.893
272.335,0.948
272.345,1.007
272.355,1.057
272.365,1.088
272.375,1.102
272.385,1.103
272.395,1.101
272.405,1.107
272.415,1.129
272.425,1.16
272.435,1.203
272.445,1.261
272.455,1.332
272.465,1.385
272.475,1.404
272.485,1.383
272.495,1.313
272.505,1.207
272.515,1.093
272.525,0.987
272.535,0.899
272.545,0.846
272.555,0.823
272.565,0.807
272.575,0.783
272.585,0.762
272.595,0.751
272.605,0.757
272.615,0.788
272.625,0.843
272.635,0.911
272.645,0.951
272.655,0.946
272.665,0.92
272.675,0.925
272.685,0.949
272.695,0.978
272.705,1.007
272.715,1.041
272.725,1.075
272.735,1.093
272.745,1.082
272.755,1.054
272.765,1.014
272.775,0.967
272.785,0.908
272.795,0.837
272.805,0.769
272.815,0.714
272.825,0.679
272.835,0.68
272.845,0.733
272.855,0.836
272.865,0.965
272.875,1.099
272.885,1.201
272.895,1.232
272.905,1.165
272.915,1.064
272.925,1.005
272.935,0.996
272.945,1.033
272.955,1.088
272.965,1.146
272.975,1.196
272.985,1.215
272.995,1.214
273.005,1.199
273.015,1.164
273.025,1.098
273.035,1.006
273.045,0.891
273.055,0.783
273.065,0.715
273.075,0.684
273.085,0.688
273.095,0.719
273.105,0.77
273.115,0.825
273.125,0.877
273.135,0.93
273.145,0.97
273.155,0.999
273.165,1.033
273.175,1.062
273.185,1.061
273.195,1.002
273.205,0.918
273.215,0.858
273.225,0.838
273.235,0.84
273.245,0.86
273.255,0.884
273.265,0.913
273.275,0.935
273.285,0.952
273.295,0.974
273.305,1.001
273.315,1.026
273.325,1.059
273.335,1.094
273.345,1.117
273.355,1.136
273.365,1.172
273.375,1.228
273.385,1.256
273.395,1.201
273.405,1.078
273.415,0.942
273.425,0.85
273.435,0.823
273.445,0.853
273.455,0.925
273.465,1.006
273.475,1.053
273.485,1.038
273.495,1.017
273.505,1.062
273.515,1.146
273.525,1.206
273.535,1.225
273.545,1.225
273.555,1.244
273.565,1.286
273.575,1.316
273.585,1.326
273.595,1.328
273.605,1.311
273.615,1.291
273.625,1.288
273.635,1.312
273.645,1.33
273.655,1.322
273.665,1.291
273.675,1.258
273.685,1.215
273.695,1.188
273.705,1.191
273.715,1.213
273.725,1.232
273.735,1.233
273.745,1.208
273.755,1.16
273.765,1.092
273.775,1.006
273.785,0.932
273.795,0.906
273.805,0.887
273.815,0.849
273.825,0.835
273.835,0.852
273.845,0.886
273.855,0.915
273.865,0.931
273.875,0.941
273.885,0.967
273.895,1.011
273.905,1.057
273.915,1.097
273.925,1.129
273.935,1.134
273.945,1.104
273.955,1.044
273.965,0.97
273.975,0.896
273.985,0.828
273.995,0.786
274.005,0.771
274.015,0.767
274.025,0.766
274.035,0.756
274.045,0.756
274.055,0.786
274.065,0.831
274.075,0.862
274.085,0.897
274.095,0.944
274.105,0.974
274.115,0.977
274.125,0.97
274.135,0.968
274.145,0.978
274.155,1.013
274.165,1.062
274.175,1.107
274.185,1.121
274.195,1.076
274.205,0.983
274.215,0.883
274.225,0.799
274.235,0.755
274.245,0.728
274.255,0.707
274.265,0.7
274.275,0.708
274.285,0.74
274.295,0.799
274.305,0.862
274.315,0.921
274.325,0.963
274.335,1.002
274.345,1.039
274.355,1.065
274.365,1.074
274.375,1.049
274.385,0.976
274.395,0.909
274.405,0.874
274.415,0.843
274.425,0.808
274.435,0.811
274.445,0.848
274.455,0.853
274.465,0.807
274.475,0.728
274.485,0.66
274.495,0.614
274.505,0.588
274.515,0.575
274.525,0.576
274.535,0.595
274.545,0.618
274.555,0.639
274.565,0.665
274.575,0.701
274.585,0.76
274.595,0.833
274.605,0.906
274.615,0.95
274.625,0.976
274.635,0.994
274.645,0.997
274.655,0.98
274.665,0.953
274.675,0.921
274.685,0.893
274.695,0.866
274.705,0.849
274.715,0.862
274.725,0.895
274.735,0.926
274.745,0.924
274.755,0.884
274.765,0.814
274.775,0.744
274.785,0.703
274.795,0.687
274.805,0.693
274.815,0.71
274.825,0.725
274.835,0.727
274.845,0.702
274.855,0.676
274.865,0.668
274.875,0.674
274.885,0.681
274.895,0.689
274.905,0.703
274.915,0.728
274.925,0.762
274.935,0.81
274.945,0.851
274.955,0.893
274.965,0.942
274.975,0.999
274.985,1.077
274.995,1.176
275.005,1.251
275.015,1.279
275.025,1.256
275.035,1.198
275.045,1.124
275.055,1.031
275.065,0.943
275.075,0.886
275.085,0.85
275.095,0.825
275.105,0.812
275.115,0.813
275.125,0.827
275.135,0.836
275.145,0.837
275.155,0.852
275.165,0.926
275.175,1.036
275.185,1.136
275.195,1.175
275.205,1.162
275.215,1.127
275.225,1.105
275.235,1.086
275.245,1.055
275.255,1.02
275.265,0.997
275.275,1.003
275.285,1.029
275.295,1.047
275.305,1.047
275.315,1.059
275.325,1.071
275.335,1.066
275.345,1.057
275.355,1.056
275.365,1.043
275.375,0.988
275.385,0.889
275.395,0.778
275.405,0.716
275.415,0.701
275.425,0.699
275.435,0.697
275.445,0.679
275.455,0.65
275.465,0.626
275.475,0.616
275.485,0.612
275.495,0.612
275.505,0.613
275.515,0.624
275.525,0.638
275.535,0.647
275.545,0.655
275.555,0.671
275.565,0.692
275.575,0.721
275.585,0.757
275.595,0.804
275.605,0.857
275.615,0.908
275.625,0.966
275.635,1.022
275.645,1.055
275.655,1.071
275.665,1.053
275.675,1.007
275.685,0.954
275.695,0.91
275.705,0.902
275.715,0.945
275.725,1.017
275.735,1.088
275.745,1.114
275.755,1.067
275.765,1.0
275.775,0.947
275.785,0.918
275.795,0.915
275.805,0.932
275.815,0.945
275.825,0.934
275.835,0.911
275.845,0.877
275.855,0.844
275.865,0.815
276.225,1.497
276.235,1.417
276.245,1.216
276.255,0.969
276.265,0.811
276.275,0.753
276.285,0.721
276.295,0.697
276.305,0.711
276.315,0.764
276.325,0.828
276.335,0.891
276.345,0.946
276.355,0.957
276.365,0.917
276.375,0.869
276.385,0.851
276.395,0.853
276.405,0.86
276.415,0.874
276.425,0.913
276.435,0.965
276.445,1.019
276.455,1.046
276.465,1.055
276.475,1.052
276.485,1.027
276.495,0.995
276.505,0.976
276.515,0.989
276.525,1.019
276.535,1.042
276.545,1.034
276.555,1.0
276.565,0.95
276.575,0.895
276.585,0.855
276.595,0.856
276.605,0.9
276.615,0.957
276.625,1.003
276.635,1.025
276.645,1.024
276.655,1.003
276.665,0.966
276.675,0.939
276.685,0.961
276.695,1.023
276.705,1.062
276.715,1.021
276.725,0.93
276.735,0.904
276.745,0.951
276.755,0.971
276.765,0.906
276.775,0.795
276.785,0.719
276.795,0.706
276.805,0.729
276.815,0.767
276.825,0.801
276.835,0.828
276.845,0.888
276.855,0.985
276.865,1.078
276.875,1.18
276.885,1.284
276.895,1.36
276.905,1.382
276.915,1.348
276.925,1.292
276.935,1.223
276.945,1.158
276.955,1.12
276.965,1.092
276.975,1.051
276.985,0.958
276.995,0.827
277.005,0.721
277.015,0.673
277.025,0.67
277.035,0.672
277.045,0.666
277.055,0.647
277.065,0.636
277.075,0.651
277.085,0.663
277.095,0.677
277.105,0.71
277.115,0.759
277.125,0.803
277.135,0.836
277.145,0.869
277.155,0.892
277.165,0.89
277.175,0.886
277.185,0.889
277.195,0.88
277.205,0.853
277.215,0.821
277.225,0.81
277.235,0.829
277.245,0.849
277.255,0.877
277.265,0.942
277.275,1.026
277.285,1.082
277.295,1.098
277.305,1.096
277.315,1.091
277.325,1.07
277.335,1.029
277.345,0.976
277.355,0.912
277.365,0.856
277.375,0.827
277.385,0.821
277.395,0.83
277.405,0.851
277.415,0.886
277.425,0.922
277.435,0.935
277.445,0.932
277.455,0.934
277.465,0.923
277.475,0.862
277.485,0.773
277.495,0.686
277.505,0.632
277.515,0.606
277.525,0.6
277.535,0.61
277.545,0.628
277.555,0.65
277.565,0.675
277.575,0.697
277.585,0.724
277.595,0.753
277.605,0.784
277.615,0.827
277.625,0.88
277.635,0.939
277.645,0.996
277.655,1.028
277.665,1.03
277.675,1.024
277.685,0.989
277.695,0.949
277.705,0.949
277.715,0.94
277.725,0.878
277.735,0.804
277.745,0.783
277.755,0.79
277.765,0.791
277.775,0.776
277.785,0.75
277.795,0.718
277.805,0.682
277.815,0.648
277.825,0.629
277.835,0.655
277.845,0.733
277.855,0.808
277.865,0.858
277.875,0.887
277.885,0.898
277.895,0.893
277.905,0.881
277.915,0.873
277.925,0.866
277.935,0.862
277.945,0.869
277.955,0.877
277.965,0.859
277.975,0.804
277.985,0.752
277.995,0.74
278.005,0.753
278.015,0.791
278.025,0.851
278.035,0.956
278.045,1.078
278.055,1.135
278.065,1.142
278.075,1.142
278.085,1.182
278.095,1.279
278.105,1.394
278.115,1.485
278.125,1.514
278.135,1.479
278.145,1.417
278.155,1.348
278.165,1.246
278.175,1.104
278.185,0.981
278.195,0.899
278.205,0.825
278.215,0.748
278.225,0.672
278.235,0.618
278.245,0.59
278.255,0.585
278.265,0.582
278.275,0.555
278.285,0.528
278.295,0.53
278.305,0.545
278.315,0.574
278.325,0.641
278.335,0.772
278.345,0.971
278.355,1.226
278.365,1.492
278.375,1.646
278.385,1.529
278.395,1.275
278.405,1.158
278.415,1.133
278.425,1.096
278.435,1.026
278.445,0.987
278.455,1.031
278.465,1.14
278.475,1.169
278.485,1.014
278.495,0.812
278.505,0.748
278.515,0.811
278.525,0.914
278.535,0.962
278.545,0.915
278.555,0.867
278.565,0.874
278.575,0.862
278.585,0.83
278.595,0.789
278.605,0.78
278.615,0.817
278.625,0.867
278.635,0.926
278.645,0.976
278.655,1.004
278.665,1.004
278.675,0.973
278.685,0.917
278.695,0.842
278.705,0.761
278.715,0.687
278.725,0.628
278.735,0.57
278.745,0.511
278.755,0.484
278.765,0.482
278.775,0.504
278.785,0.544
278.795,0.604
278.805,0.671
278.815,0.724
278.825,0.752
278.835,0.76
278.845,0.747
278.855,0.731
278.865,0.764
278.875,0.793
278.885,0.796
278.895,0.846
278.905,0.973
278.915,1.109
278.925,1.158
278.935,1.084
278.945,0.952
278.955,0.834
278.965,0.799
278.975,0.831
279.025,1.11
279.035,1.019
279.045,0.971
279.055,0.953
279.065,0.922
279.075,0.876
279.085,0.85
279.095,0.845
279.105,0.846
279.115,0.839
279.125,0.84
279.135,0.838
279.145,0.85
279.155,0.891
279.165,0.917
279.175,0.936
279.185,0.965
279.195,0.982
279.205,0.986
279.215,0.984
279.225,0.959
279.235,0.917
279.245,0.878
279.255,0.855
279.265,0.876
279.275,0.96
279.285,1.048
279.295,1.077
279.675,0.608
279.685,0.63
279.695,0.671
279.705,0.72
279.715,0.788
279.725,0.853
279.735,0.908
279.745,0.949
279.755,0.965
279.765,0.942
279.775,0.89
279.785,0.836
279.795,0.801
279.805,0.791
279.815,0.795
279.825,0.796
279.835,0.792
279.845,0.783
279.855,0.768
279.865,0.749
279.875,0.732
279.885,0.722
279.895,0.729
279.905,0.786
279.915,0.908
279.925,1.03
279.935,1.091
279.945,1.084
279.955,1.039
279.965,0.995
279.975,0.958
280.025,0.854
280.035,0.867
280.045,0.897
280.055,0.92
280.065,0.932
280.075,0.923
280.085,0.886
280.095,0.835
280.105,0.79
280.115,0.771
280.125,0.779
280.135,0.821
280.145,0.898
280.155,0.981
280.165,1.042
280.175,1.057
280.185,1.039
280.195,1.018
280.205,0.998
280.215,0.97
280.225,0.937
280.235,0.905
280.245,0.872
280.255,0.846
280.265,0.835
280.275,0.846
280.285,0.873
280.295,0.895
280.305,0.889
280.315,0.855
280.325,0.822
280.335,0.792
280.345,0.759
280.355,0.728
280.365,0.706
280.375,0.711
280.385,0.741
280.395,0.792
280.405,0.854
280.415,0.911
280.425,0.948
280.435,0.981
280.445,1.008
280.455,1.018
280.465,1.017
280.475,1.012
280.485,1.002
280.495,0.987
280.505,0.962
280.515,0.935
280.525,0.918
280.535,0.898
280.545,0.838
280.555,0.775
280.565,0.739
280.575,0.71
280.585,0.676
280.595,0.648
280.605,0.65
280.615,0.682
280.625,0.758
280.635,0.869
280.645,0.973
280.655,1.044
280.665,1.061
280.675,1.019
280.685,0.962
280.695,0.93
280.705,0.941
280.715,1.005
280.725,1.129
280.735,1.285
280.745,1.372
280.755,1.373
280.765,1.327
280.775,1.227
280.785,1.122
280.795,1.052
280.805,1.026
280.815,1.02
280.825,1.008
280.835,0.992
280.845,0.999
280.855,1.056
280.865,1.127
280.875,1.162
280.885,1.151
280.895,1.119
280.905,1.084
280.915,1.026
280.925,0.942
280.935,0.855
280.945,0.803
280.955,0.774
280.965,0.763
280.975,0.772
280.985,0.795
280.995,0.814
281.005,0.813
281.015,0.798
281.025,0.785
281.035,0.778
281.045,0.775
281.055,0.773
281.065,0.781
281.075,0.803
281.085,0.84
281.095,0.889
281.105,0.924
281.115,0.93
281.125,0.923
281.135,0.921
281.145,0.923
281.155,0.929
281.165,0.926
281.175,0.887
281.185,0.805
281.195,0.736
281.205,0.696
281.215,0.669
281.225,0.641
281.235,0.606
281.245,0.585
281.255,0.578
281.265,0.593
281.275,0.64
281.285,0.696
281.295,0.727
281.305,0.737
281.315,0.742
281.325,0.749
281.335,0.759
281.345,0.776
281.355,0.807
281.365,0.842
281.375,0.86
281.385,0.876
281.395,0.895
281.405,0.919
281.415,0.978
281.425,1.097
281.435,1.245
281.445,1.36
281.455,1.444
281.465,1.45
281.475,1.328
281.485,1.156
281.495,0.988
281.505,0.872
281.515,0.82
281.525,0.757
281.535,0.684
281.545,0.626
281.555,0.601
281.565,0.611
281.575,0.649
281.585,0.675
281.595,0.657
281.605,0.634
281.615,0.663
281.625,0.713
281.635,0.77
281.645,0.823
281.655,0.863
281.665,0.905
281.675,0.943
281.685,0.981
281.695,1.021
281.705,1.052
281.715,1.073
281.725,1.081
281.735,1.075
281.745,1.021
281.755,0.911
281.765,0.798
281.775,0.746
281.785,0.763
281.795,0.831
281.805,0.882
281.815,0.901
281.825,0.883
281.835,0.836
281.845,0.784
281.855,0.761
281.865,0.782
281.875,0.822
281.885,0.862
281.895,0.879
281.905,0.883
281.915,0.898
281.925,0.927
281.935,0.958
281.945,0.964
281.955,0.943
281.965,0.919
281.975,0.918
281.985,0.91
281.995,0.861
282.005,0.791
282.015,0.756
282.025,0.765
282.035,0.794
282.045,0.813
282.055,0.835
282.065,0.865
282.075,0.901
282.085,0.924
282.095,0.925
282.105,0.912
282.115,0.879
282.125,0.841
282.135,0.839
282.145,0.864
282.155,0.874
282.165,0.827
282.175,0.744
282.185,0.684
282.195,0.665
282.205,0.664
282.215,0.688
282.225,0.761
282.235,0.86
282.245,0.938
282.255,0.982
282.265,1.005
282.275,1.021
282.285,1.078
282.295,1.145
282.305,1.18
282.315,1.171
282.325,1.144
282.335,1.119
282.345,1.086
282.355,1.024
282.365,0.912
282.375,0.796
282.385,0.732
282.395,0.718
282.405,0.712
282.415,0.699
282.425,0.693
282.435,0.696
282.445,0.709
282.455,0.745
282.465,0.831
282.475,0.927
282.485,0.969
282.495,0.952
282.505,0.959
282.515,1.005
282.525,1.068
282.535,1.15
282.545,1.236
282.555,1.29
282.565,1.29
282.575,1.247
282.585,1.164
282.595,1.052
282.605,0.966
282.615,0.96
282.625,1.018
282.635,1.049
282.645,0.982
282.655,0.877
282.665,0.806
282.675,0.763
282.685,0.75
282.695,0.774
282.705,0.843
282.715,0.951
282.725,1.062
282.735,1.126
282.745,1.133
282.755,1.102
282.765,1.028
282.775,0.917
282.785,0.806
282.795,0.726
282.805,0.681
282.815,0.671
282.825,0.706
282.835,0.77
282.845,0.85
282.855,0.949
282.865,1.041
282.875,1.115
282.885,1.158
282.895,1.167
282.905,1.152
282.915,1.125
282.925,1.116
282.935,1.125
282.945,1.128
282.955,1.101
282.965,1.061
282.975,1.032
282.985,1.019
282.995,0.973
283.005,0.898
283.015,0.867
283.025,0.89
283.035,0.917
283.045,0.921
283.055,0.885
283.065,0.835
283.075,0.831
283.085,0.867
283.095,0.928
283.105,1.037
283.115,1.128
283.125,1.091
283.135,0.992
283.145,0.93
283.155,0.89
283.165,0.868
283.175,0.892
283.185,0.93
283.195,0.961
283.205,0.979
283.215,0.978
283.225,0.957
283.235,0.952
283.245,0.968
283.255,0.981
283.265,0.995
283.275,1.017
283.285,1.053
283.295,1.07
283.305,1.031
283.315,0.952
283.325,0.878
283.335,0.859
283.345,0.908
283.355,0.976
283.365,1.024
283.375,1.049
283.385,1.06
283.395,1.071
283.405,1.093
283.415,1.131
283.425,1.169
283.435,1.156
283.445,1.082
283.455,0.986
283.465,0.914
283.475,0.885
283.485,0.867
283.495,0.875
283.505,0.922
283.515,0.982
283.525,1.03
283.535,1.066
283.545,1.118
283.555,1.188
283.565,1.248
283.575,1.259
283.585,1.193
283.595,1.069
283.605,0.953
283.615,0.878
283.625,0.843
283.635,0.836
283.645,0.845
283.655,0.863
283.665,0.899
283.675,0.946
283.685,0.985
283.695,1.014
283.705,1.023
283.715,0.999
283.725,0.941
283.735,0.88
283.745,0.863
283.755,0.862
283.765,0.837
283.775,0.816
283.785,0.829
283.795,0.85
283.805,0.873
283.815,0.893
283.825,0.89
283.835,0.891
283.845,0.934
283.855,1.005
283.865,1.084
283.875,1.155
283.885,1.211
283.895,1.236
283.905,1.225
283.915,1.188
283.925,1.14
283.935,1.093
283.945,1.049
283.955,1.01
283.965,0.982
283.975,0.975
284.025,1.143
284.035,1.07
284.045,0.969
284.055,0.972
284.065,1.043
284.075,1.051
284.085,1.0
284.095,0.945
284.105,0.907
284.115,0.881
284.125,0.87
284.135,0.834
284.145,0.786
284.155,0.769
284.165,0.796
284.175,0.838
284.185,0.875
284.195,0.928
284.205,0.985
284.215,1.021
284.225,1.044
284.235,1.047
284.245,0.993
284.255,0.962
284.265,0.997
284.275,1.046
284.285,1.062
284.295,1.08
284.305,1.109
284.315,1.168
284.325,1.257
284.335,1.331
284.345,1.397
284.355,1.418
284.365,1.358
284.375,1.279
284.385,1.231
284.395,1.253
284.405,1.352
284.415,1.397
284.425,1.333
284.435,1.215
284.445,1.099
284.455,1.025
284.465,0.982
284.475,0.96
284.485,0.987
284.495,1.089
284.505,1.201
284.515,1.264
284.525,1.296
284.535,1.312
284.545,1.294
284.555,1.236
284.565,1.137
285.035,0.818
285.045,0.799
285.055,0.828
285.065,0.875
285.075,0.929
285.085,0.984
285.095,0.999
285.105,0.959
285.115,0.913
285.125,0.909
285.135,0.923
285.145,0.933
285.155,0.944
285.165,0.967
285.175,1.002
285.185,1.057
285.195,1.129
285.205,1.211
285.215,1.261
285.225,1.247
285.235,1.193
285.245,1.118
285.255,1.035
285.265,0.966
285.275,0.932
285.285,0.913
285.295,0.909
285.305,0.924
285.315,0.957
285.325,0.989
285.335,1.02
285.345,1.046
285.355,1.062
285.365,1.076
285.375,1.091
285.385,1.111
285.395,1.13
285.405,1.135
285.415,1.128
285.425,1.123
285.435,1.119
285.445,1.085
285.455,1.041
285.465,1.008
285.475,0.981
285.485,0.933
285.495,0.865
285.505,0.821
285.515,0.81
285.525,0.821
285.535,0.848
285.545,0.88
285.555,0.898
285.565,0.898
285.575,0.898
285.585,0.899
285.595,0.897
285.605,0.88
285.615,0.867
285.625,0.868
285.635,0.884
285.645,0.895
285.655,0.888
285.665,0.874
285.675,0.858
285.685,0.842
285.695,0.819
285.705,0.785
285.715,0.746
285.725,0.729
285.735,0.758
285.745,0.799
285.755,0.817
285.765,0.803
285.775,0.765
285.785,0.726
285.795,0.707
285.805,0.718
285.815,0.741
285.825,0.762
285.835,0.782
285.845,0.799
285.855,0.797
285.865,0.776
285.875,0.748
285.885,0.726
285.895,0.713
285.905,0.706
285.915,0.711
285.925,0.745
285.935,0.81
285.945,0.881
285.955,0.941
285.965,0.975
285.975,0.989
285.985,0.977
285.995,0.943
286.005,0.899
286.015,0.835
286.025,0.759
286.035,0.721
286.045,0.731
286.055,0.769
286.065,0.82
286.075,0.87
286.085,0.904
286.095,0.896
286.105,0.863
286.115,0.825
286.125,0.813
286.135,0.819
286.145,0.83
286.155,0.837
286.165,0.828
286.175,0.789
286.185,0.736
286.195,0.695
286.205,0.681
286.215,0.675
286.225,0.643
286.235,0.595
286.245,0.555
286.255,0.545
286.265,0.557
286.275,0.583
286.285,0.631
286.295,0.712
286.305,0.819
286.315,0.901
286.325,0.915
286.335,0.9
286.345,0.901
286.355,0.903
286.365,0.902
286.375,0.895
286.385,0.88
286.395,0.857
286.405,0.83
286.415,0.811
286.425,0.816
286.435,0.841
286.445,0.886
286.455,0.951
286.465,1.004
286.475,1.03
286.485,1.028
286.495,0.994
286.505,0.958
286.515,0.952
286.525,0.949
286.535,0.953
286.545,0.984
286.555,1.033
286.565,1.087
286.575,1.158
286.585,1.256
286.595,1.332
286.605,1.255
286.615,1.054
286.625,0.901
286.635,0.847
286.645,0.842
286.655,0.858
286.665,0.881
286.675,0.9
286.685,0.898
286.695,0.843
286.705,0.781
286.715,0.766
286.725,0.76
286.735,0.742
286.745,0.725
286.755,0.732
286.765,0.753
286.775,0.804
286.785,0.857
286.795,0.883
286.805,0.912
286.815,0.966
286.825,1.042
286.835,1.095
286.845,1.061
286.855,0.968
286.865,0.905
286.875,0.887
286.885,0.902
286.895,0.958
286.905,1.002
286.915,1.01
286.925,1.033
286.935,1.063
286.945,1.047
286.955,1.003
286.965,0.981
286.975,0.971
286.985,0.991
286.995,1.02
287.005,1.017
287.015,1.019
287.025,1.03
287.035,1.042
287.045,1.049
287.055,1.051
287.065,1.071
287.075,1.118
287.085,1.139
287.095,1.089
287.105,1.011
287.115,0.995
287.125,1.064
287.135,1.173
287.145,1.274
287.155,1.334
287.165,1.338
287.175,1.295
287.185,1.228
287.195,1.153
287.205,1.089
287.215,1.042
287.225,1.01
287.235,0.986
287.245,0.962
287.255,0.928
287.265,0.881
287.275,0.834
287.285,0.797
287.295,0.777
287.305,0.766
287.315,0.759
287.325,0.746
287.335,0.708
287.345,0.652
287.355,0.613
287.365,0.605
287.375,0.625
287.385,0.659
287.395,0.71
287.405,0.779
287.415,0.853
287.425,0.914
287.435,0.959
287.445,0.996
287.455,1.008
287.465,0.988
287.475,0.947
287.485,0.913
287.495,0.909
287.505,0.936
287.515,0.977
287.525,0.989
287.535,0.961
287.545,0.917
287.555,0.867
287.565,0.834
287.575,0.832
287.585,0.847
287.595,0.839
287.605,0.8
287.615,0.753
287.625,0.744
287.635,0.753
287.645,0.757
287.655,0.771
287.665,0.806
287.675,0.846
287.685,0.87
287.695,0.879
287.705,0.885
287.715,0.892
287.725,0.896
287.735,0.891
287.745,0.876
287.755,0.852
287.765,0.817
287.775,0.784
287.785,0.767
287.795,0.774
287.805,0.797
287.815,0.82
287.825,0.841
287.835,0.892
287.845,0.978
287.855,1.061
287.865,1.112
287.875,1.108
287.885,1.047
287.895,0.977
287.905,1.007
287.915,1.189
287.925,1.438
287.935,1.631
287.945,1.697
287.955,1.652
287.965,1.545
287.975,1.422
287.985,1.333
287.995,1.228
288.005,1.095
288.015,0.976
288.025,0.884
288.035,0.803
288.045,0.765
288.055,0.749
288.065,0.734
288.075,0.733
288.085,0.767
288.095,0.841
288.105,0.905
288.115,0.921
288.125,0.918
288.135,0.912
288.145,0.891
288.155,0.854
288.165,0.826
288.175,0.816
288.185,0.819
288.195,0.824
288.205,0.826
288.215,0.819
288.225,0.791
288.235,0.763
288.245,0.767
288.255,0.803
288.265,0.846
288.275,0.856
288.285,0.807
288.295,0.737
288.305,0.702
288.315,0.716
